Display Name,Time,Op Gas Rate,Op Water Rate,Entity Name,API Number
13-06,03/01/2005 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2005 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2005 12:00:00 AM,978.0,1.0,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2005 12:00:00 AM,1944.0,2.0,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2005 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2005 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2005 12:00:00 AM,893.5,0.0,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2005 12:00:00 AM,2361.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2005 12:00:00 AM,1979.4,0.0,KENAI TYONEK UNIT,50133203560000
13-06,12/01/2005 12:00:00 AM,2602.8,0.0,KENAI TYONEK UNIT,50133203560000
13-06,01/01/2006 12:00:00 AM,2131.7,0.0,KENAI TYONEK UNIT,50133203560000
13-06,02/01/2006 12:00:00 AM,2238.3,0.0,KENAI TYONEK UNIT,50133203560000
13-06,03/01/2006 12:00:00 AM,1494.8,0.1,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2006 12:00:00 AM,1576.0,5.7,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2006 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2006 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2006 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2006 12:00:00 AM,1785.5,1.8,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2006 12:00:00 AM,1772.1,2.6,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2006 12:00:00 AM,2280.5,2.6,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2006 12:00:00 AM,2450.3,3.5,KENAI TYONEK UNIT,50133203560000
13-06,12/01/2006 12:00:00 AM,2011.3,2.1,KENAI TYONEK UNIT,50133203560000
13-06,01/01/2007 12:00:00 AM,1727.1,1.9,KENAI TYONEK UNIT,50133203560000
13-06,02/01/2007 12:00:00 AM,1541.8,0.7,KENAI TYONEK UNIT,50133203560000
13-06,03/01/2007 12:00:00 AM,1485.0,0.6,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2007 12:00:00 AM,1414.0,1.0,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2007 12:00:00 AM,1585.0,0.5,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2007 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2007 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2007 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2007 12:00:00 AM,1564.5,0.5,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2007 12:00:00 AM,1479.5,0.5,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2007 12:00:00 AM,1564.3,0.3,KENAI TYONEK UNIT,50133203560000
13-06,12/01/2007 12:00:00 AM,1467.1,1.3,KENAI TYONEK UNIT,50133203560000
13-06,01/01/2008 12:00:00 AM,1332.0,3.1,KENAI TYONEK UNIT,50133203560000
13-06,02/01/2008 12:00:00 AM,1213.6,1.1,KENAI TYONEK UNIT,50133203560000
13-06,03/01/2008 12:00:00 AM,1207.6,1.0,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2008 12:00:00 AM,626.0,1.0,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2008 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2008 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2008 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2008 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2008 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2008 12:00:00 AM,1913.4,1.0,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2008 12:00:00 AM,2092.8,1.3,KENAI TYONEK UNIT,50133203560000
13-06,12/01/2008 12:00:00 AM,1806.1,,KENAI TYONEK UNIT,50133203560000
13-06,01/01/2009 12:00:00 AM,1883.9,0.0,KENAI TYONEK UNIT,50133203560000
13-06,02/01/2009 12:00:00 AM,85.1,0.0,KENAI TYONEK UNIT,50133203560000
13-06,03/01/2009 12:00:00 AM,611.3,0.0,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2009 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2009 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2009 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2009 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2009 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2009 12:00:00 AM,459.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2009 12:00:00 AM,491.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2009 12:00:00 AM,2819.7,0.0,KENAI TYONEK UNIT,50133203560000
13-06,12/01/2009 12:00:00 AM,2902.0,0.1,KENAI TYONEK UNIT,50133203560000
13-06,01/01/2010 12:00:00 AM,3129.7,1.6,KENAI TYONEK UNIT,50133203560000
13-06,02/01/2010 12:00:00 AM,2633.4,1.6,KENAI TYONEK UNIT,50133203560000
13-06,03/01/2010 12:00:00 AM,3093.8,2.1,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2010 12:00:00 AM,3051.2,0.4,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2010 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2010 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2010 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2010 12:00:00 AM,1956.5,0.3,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2010 12:00:00 AM,2304.1,0.5,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2010 12:00:00 AM,2198.4,0.8,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2010 12:00:00 AM,2194.7,1.5,KENAI TYONEK UNIT,50133203560000
13-06,12/01/2010 12:00:00 AM,2108.5,0.7,KENAI TYONEK UNIT,50133203560000
13-06,01/01/2011 12:00:00 AM,1937.4,1.3,KENAI TYONEK UNIT,50133203560000
13-06,02/01/2011 12:00:00 AM,1921.6,0.3,KENAI TYONEK UNIT,50133203560000
13-06,03/01/2011 12:00:00 AM,1810.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2011 12:00:00 AM,1634.1,0.0,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2011 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2011 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2011 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2011 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2011 12:00:00 AM,1941.2,0.0,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2011 12:00:00 AM,1630.3,0.0,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2011 12:00:00 AM,1631.7,1.6,KENAI TYONEK UNIT,50133203560000
13-06,12/01/2011 12:00:00 AM,2279.7,0.7,KENAI TYONEK UNIT,50133203560000
13-06,01/01/2012 12:00:00 AM,1817.9,0.0,KENAI TYONEK UNIT,50133203560000
13-06,02/01/2012 12:00:00 AM,1524.8,0.0,KENAI TYONEK UNIT,50133203560000
13-06,03/01/2012 12:00:00 AM,1388.3,0.3,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2012 12:00:00 AM,1082.5,0.0,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2012 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2012 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2012 12:00:00 AM,640.4,2.2,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2012 12:00:00 AM,296.9,2.5,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2012 12:00:00 AM,1619.6,1.9,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2012 12:00:00 AM,1548.9,4.8,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2012 12:00:00 AM,1573.4,1.0,KENAI TYONEK UNIT,50133203560000
13-06,12/01/2012 12:00:00 AM,1476.7,,KENAI TYONEK UNIT,50133203560000
13-06,01/01/2013 12:00:00 AM,1340.7,0.0,KENAI TYONEK UNIT,50133203560000
13-06,02/01/2013 12:00:00 AM,1461.8,1.7,KENAI TYONEK UNIT,50133203560000
13-06,03/01/2013 12:00:00 AM,1402.7,7.8,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2013 12:00:00 AM,821.1,6.7,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2013 12:00:00 AM,542.0,5.0,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2013 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2013 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2013 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2013 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2013 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2013 12:00:00 AM,377.5,4.0,KENAI TYONEK UNIT,50133203560000
13-06,12/01/2013 12:00:00 AM,1213.7,,KENAI TYONEK UNIT,50133203560000
13-06,01/01/2014 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,02/01/2014 12:00:00 AM,1204.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,03/01/2014 12:00:00 AM,158.8,0.0,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2014 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2014 12:00:00 AM,1400.2,1.8,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2014 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2014 12:00:00 AM,1908.2,1.7,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2014 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2014 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2014 12:00:00 AM,1932.8,1.4,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2014 12:00:00 AM,,,KENAI TYONEK UNIT,50133203560000
13-06,01/01/2015 12:00:00 AM,304.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,02/01/2015 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,03/01/2015 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2015 12:00:00 AM,2769.3,1.3,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2015 12:00:00 AM,2552.5,0.0,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2015 12:00:00 AM,2384.6,0.0,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2015 12:00:00 AM,2352.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2015 12:00:00 AM,2011.8,0.0,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2015 12:00:00 AM,2078.3,0.0,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2015 12:00:00 AM,1746.7,0.0,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2015 12:00:00 AM,1849.1,1.3,KENAI TYONEK UNIT,50133203560000
13-06,12/01/2015 12:00:00 AM,1889.6,2.9,KENAI TYONEK UNIT,50133203560000
13-06,01/01/2016 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,02/01/2016 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,03/01/2016 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2016 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2016 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2016 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2016 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2016 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2016 12:00:00 AM,0.0,0.0,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2016 12:00:00 AM,2694.8,1.0,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2016 12:00:00 AM,2836.4,0.7,KENAI TYONEK UNIT,50133203560000
13-06,12/01/2016 12:00:00 AM,2630.5,0.9,KENAI TYONEK UNIT,50133203560000
13-06,01/01/2017 12:00:00 AM,2496.4,0.9,KENAI TYONEK UNIT,50133203560000
13-06,02/01/2017 12:00:00 AM,2291.4,,KENAI TYONEK UNIT,50133203560000
13-06,03/01/2017 12:00:00 AM,0.0,,KENAI TYONEK UNIT,50133203560000
13-06,04/01/2017 12:00:00 AM,0.0,,KENAI TYONEK UNIT,50133203560000
13-06,05/01/2017 12:00:00 AM,0.0,,KENAI TYONEK UNIT,50133203560000
13-06,06/01/2017 12:00:00 AM,0.0,,KENAI TYONEK UNIT,50133203560000
13-06,07/01/2017 12:00:00 AM,0.0,,KENAI TYONEK UNIT,50133203560000
13-06,08/01/2017 12:00:00 AM,0.0,,KENAI TYONEK UNIT,50133203560000
13-06,09/01/2017 12:00:00 AM,0.0,,KENAI TYONEK UNIT,50133203560000
13-06,10/01/2017 12:00:00 AM,600.5,,KENAI TYONEK UNIT,50133203560000
13-06,11/01/2017 12:00:00 AM,814.8,,KENAI TYONEK UNIT,50133203560000
43-06,06/01/1965 12:00:00 AM,400.0,,KENAI UNIT,50133100910000
43-06,07/01/1965 12:00:00 AM,0.0,,KENAI UNIT,50133100910000
43-06,08/01/1965 12:00:00 AM,0.0,,KENAI UNIT,50133100910000
43-06,09/01/1965 12:00:00 AM,1542.0,,KENAI UNIT,50133100910000
43-06,10/01/1965 12:00:00 AM,4514.0,,KENAI UNIT,50133100910000
43-06,11/01/1965 12:00:00 AM,0.0,,KENAI UNIT,50133100910000
43-06,12/01/1965 12:00:00 AM,0.0,,KENAI UNIT,50133100910000
43-06,01/01/1966 12:00:00 AM,0.0,,KENAI UNIT,50133100910000
43-06,02/01/1966 12:00:00 AM,9026.0,,KENAI UNIT,50133100910000
43-06,03/01/1966 12:00:00 AM,10835.3,,KENAI UNIT,50133100910000
43-06,04/01/1966 12:00:00 AM,7181.9,,KENAI UNIT,50133100910000
43-06,05/01/1966 12:00:00 AM,9443.3,,KENAI UNIT,50133100910000
43-06,06/01/1966 12:00:00 AM,10322.1,,KENAI UNIT,50133100910000
43-06,07/01/1966 12:00:00 AM,10499.0,,KENAI UNIT,50133100910000
43-06,08/01/1966 12:00:00 AM,11275.3,,KENAI UNIT,50133100910000
43-06,09/01/1966 12:00:00 AM,12812.0,,KENAI UNIT,50133100910000
43-06,10/01/1966 12:00:00 AM,10726.5,,KENAI UNIT,50133100910000
43-06,11/01/1966 12:00:00 AM,9165.2,,KENAI UNIT,50133100910000
43-06,12/01/1966 12:00:00 AM,9463.9,,KENAI UNIT,50133100910000
43-06,01/01/1967 12:00:00 AM,8660.4,,KENAI UNIT,50133100910000
43-06,02/01/1967 12:00:00 AM,10025.7,,KENAI UNIT,50133100910000
43-06,03/01/1967 12:00:00 AM,11080.8,,KENAI UNIT,50133100910000
43-06,04/01/1967 12:00:00 AM,9577.2,,KENAI UNIT,50133100910000
43-06,05/01/1967 12:00:00 AM,9851.7,,KENAI UNIT,50133100910000
43-06,06/01/1967 12:00:00 AM,10153.2,,KENAI UNIT,50133100910000
43-06,07/01/1967 12:00:00 AM,9899.3,,KENAI UNIT,50133100910000
43-06,08/01/1967 12:00:00 AM,10174.0,,KENAI UNIT,50133100910000
43-06,09/01/1967 12:00:00 AM,9829.1,,KENAI UNIT,50133100910000
43-06,10/01/1967 12:00:00 AM,9851.8,,KENAI UNIT,50133100910000
43-06,11/01/1967 12:00:00 AM,9946.8,,KENAI UNIT,50133100910000
43-06,12/01/1967 12:00:00 AM,10425.9,,KENAI UNIT,50133100910000
43-06,01/01/1968 12:00:00 AM,10586.5,,KENAI UNIT,50133100910000
43-06,02/01/1968 12:00:00 AM,11020.2,,KENAI UNIT,50133100910000
43-06,03/01/1968 12:00:00 AM,10731.2,,KENAI UNIT,50133100910000
43-06,04/01/1968 12:00:00 AM,10540.8,,KENAI UNIT,50133100910000
43-06,05/01/1968 12:00:00 AM,11141.0,,KENAI UNIT,50133100910000
43-06,06/01/1968 12:00:00 AM,10955.5,,KENAI UNIT,50133100910000
43-06,07/01/1968 12:00:00 AM,9799.8,,KENAI UNIT,50133100910000
43-06,08/01/1968 12:00:00 AM,10444.9,,KENAI UNIT,50133100910000
43-06,09/01/1968 12:00:00 AM,11755.6,,KENAI UNIT,50133100910000
43-06,10/01/1968 12:00:00 AM,9416.8,,KENAI UNIT,50133100910000
43-06,11/01/1968 12:00:00 AM,8908.3,,KENAI UNIT,50133100910000
43-06,12/01/1968 12:00:00 AM,8877.2,,KENAI UNIT,50133100910000
43-06,01/01/1969 12:00:00 AM,9222.7,,KENAI UNIT,50133100910000
43-06,02/01/1969 12:00:00 AM,10603.3,,KENAI UNIT,50133100910000
43-06,03/01/1969 12:00:00 AM,10365.3,,KENAI UNIT,50133100910000
43-06,04/01/1969 12:00:00 AM,11418.3,,KENAI UNIT,50133100910000
43-06,05/01/1969 12:00:00 AM,11305.2,,KENAI UNIT,50133100910000
43-06,06/01/1969 12:00:00 AM,9991.6,,KENAI UNIT,50133100910000
43-06,07/01/1969 12:00:00 AM,0.0,,KENAI UNIT,50133100910000
43-06,08/01/1969 12:00:00 AM,0.0,,KENAI UNIT,50133100910000
43-06,09/01/1969 12:00:00 AM,0.0,,KENAI UNIT,50133100910000
43-06,10/01/1969 12:00:00 AM,9257.6,,KENAI UNIT,50133100910000
43-06,11/01/1969 12:00:00 AM,7759.1,,KENAI UNIT,50133100910000
43-06,12/01/1969 12:00:00 AM,10935.9,,KENAI UNIT,50133100910000
43-06,01/01/1970 12:00:00 AM,11931.6,,KENAI UNIT,50133100910000
43-06,02/01/1970 12:00:00 AM,11122.3,,KENAI UNIT,50133100910000
43-06,03/01/1970 12:00:00 AM,10234.5,,KENAI UNIT,50133100910000
43-06,04/01/1970 12:00:00 AM,10262.4,,KENAI UNIT,50133100910000
43-06,05/01/1970 12:00:00 AM,10241.4,,KENAI UNIT,50133100910000
43-06,06/01/1970 12:00:00 AM,11838.1,,KENAI UNIT,50133100910000
43-06,07/01/1970 12:00:00 AM,11214.8,,KENAI UNIT,50133100910000
43-06,08/01/1970 12:00:00 AM,11195.1,,KENAI UNIT,50133100910000
43-06,09/01/1970 12:00:00 AM,11904.1,,KENAI UNIT,50133100910000
43-06,10/01/1970 12:00:00 AM,11119.5,,KENAI UNIT,50133100910000
43-06,11/01/1970 12:00:00 AM,10341.6,,KENAI UNIT,50133100910000
43-06,12/01/1970 12:00:00 AM,10128.9,,KENAI UNIT,50133100910000
43-06,01/01/1971 12:00:00 AM,8619.7,,KENAI UNIT,50133100910000
43-06,02/01/1971 12:00:00 AM,8997.6,,KENAI UNIT,50133100910000
43-06,03/01/1971 12:00:00 AM,8248.7,,KENAI UNIT,50133100910000
43-06,04/01/1971 12:00:00 AM,10433.5,,KENAI UNIT,50133100910000
43-06,05/01/1971 12:00:00 AM,0.0,,KENAI UNIT,50133100910000
43-06,06/01/1971 12:00:00 AM,10020.8,,KENAI UNIT,50133100910000
43-06,07/01/1971 12:00:00 AM,10230.3,,KENAI UNIT,50133100910000
43-06,08/01/1971 12:00:00 AM,10394.0,,KENAI UNIT,50133100910000
43-06,09/01/1971 12:00:00 AM,9957.4,,KENAI UNIT,50133100910000
43-06,10/01/1971 12:00:00 AM,9458.7,,KENAI UNIT,50133100910000
43-06,11/01/1971 12:00:00 AM,6493.9,,KENAI UNIT,50133100910000
43-06,12/01/1971 12:00:00 AM,9083.1,,KENAI UNIT,50133100910000
43-06,01/01/1972 12:00:00 AM,9097.2,,KENAI UNIT,50133100910000
43-06,02/01/1972 12:00:00 AM,2396.6,,KENAI UNIT,50133100910000
43-06,03/01/1972 12:00:00 AM,9211.7,,KENAI UNIT,50133100910000
43-06,04/01/1972 12:00:00 AM,6733.0,,KENAI UNIT,50133100910000
43-06,05/01/1972 12:00:00 AM,9911.5,,KENAI UNIT,50133100910000
43-06,06/01/1972 12:00:00 AM,9571.3,,KENAI UNIT,50133100910000
43-06,07/01/1972 12:00:00 AM,9085.0,,KENAI UNIT,50133100910000
43-06,08/01/1972 12:00:00 AM,9076.4,,KENAI UNIT,50133100910000
43-06,09/01/1972 12:00:00 AM,9421.8,,KENAI UNIT,50133100910000
43-06,10/01/1972 12:00:00 AM,10606.2,,KENAI UNIT,50133100910000
43-06,11/01/1972 12:00:00 AM,9394.7,,KENAI UNIT,50133100910000
43-06,12/01/1972 12:00:00 AM,8499.5,,KENAI UNIT,50133100910000
43-06,01/01/1973 12:00:00 AM,10112.2,,KENAI UNIT,50133100910000
43-06,02/01/1973 12:00:00 AM,9182.7,,KENAI UNIT,50133100910000
43-06,03/01/1973 12:00:00 AM,9651.7,,KENAI UNIT,50133100910000
43-06,04/01/1973 12:00:00 AM,9547.1,,KENAI UNIT,50133100910000
43-06,05/01/1973 12:00:00 AM,9101.9,,KENAI UNIT,50133100910000
43-06,06/01/1973 12:00:00 AM,13116.4,,KENAI UNIT,50133100910000
43-06,07/01/1973 12:00:00 AM,11669.2,,KENAI UNIT,50133100910000
43-06,08/01/1973 12:00:00 AM,10412.3,,KENAI UNIT,50133100910000
43-06,09/01/1973 12:00:00 AM,9678.4,,KENAI UNIT,50133100910000
43-06,10/01/1973 12:00:00 AM,11183.3,,KENAI UNIT,50133100910000
43-06,11/01/1973 12:00:00 AM,11656.6,,KENAI UNIT,50133100910000
43-06,12/01/1973 12:00:00 AM,11278.3,,KENAI UNIT,50133100910000
43-06,01/01/1974 12:00:00 AM,8003.5,,KENAI UNIT,50133100910000
43-06,02/01/1974 12:00:00 AM,11277.4,,KENAI UNIT,50133100910000
43-06,03/01/1974 12:00:00 AM,11940.7,,KENAI UNIT,50133100910000
43-06,04/01/1974 12:00:00 AM,10421.5,,KENAI UNIT,50133100910000
43-06,05/01/1974 12:00:00 AM,8969.2,,KENAI UNIT,50133100910000
43-06,06/01/1974 12:00:00 AM,12017.3,,KENAI UNIT,50133100910000
43-06,07/01/1974 12:00:00 AM,11032.0,,KENAI UNIT,50133100910000
43-06,08/01/1974 12:00:00 AM,10957.6,,KENAI UNIT,50133100910000
43-06,09/01/1974 12:00:00 AM,10635.3,,KENAI UNIT,50133100910000
43-06,10/01/1974 12:00:00 AM,10864.0,,KENAI UNIT,50133100910000
43-06,11/01/1974 12:00:00 AM,11232.0,,KENAI UNIT,50133100910000
43-06,12/01/1974 12:00:00 AM,11321.1,,KENAI UNIT,50133100910000
43-06,01/01/1975 12:00:00 AM,11191.1,,KENAI UNIT,50133100910000
43-06,02/01/1975 12:00:00 AM,11068.2,,KENAI UNIT,50133100910000
43-06,03/01/1975 12:00:00 AM,10977.4,,KENAI UNIT,50133100910000
43-06,04/01/1975 12:00:00 AM,11205.1,,KENAI UNIT,50133100910000
43-06,05/01/1975 12:00:00 AM,11033.8,,KENAI UNIT,50133100910000
43-06,06/01/1975 12:00:00 AM,11041.3,,KENAI UNIT,50133100910000
43-06,07/01/1975 12:00:00 AM,10823.7,,KENAI UNIT,50133100910000
43-06,08/01/1975 12:00:00 AM,10901.2,,KENAI UNIT,50133100910000
43-06,09/01/1975 12:00:00 AM,10099.1,,KENAI UNIT,50133100910000
43-06,10/01/1975 12:00:00 AM,9809.8,,KENAI UNIT,50133100910000
43-06,11/01/1975 12:00:00 AM,9128.1,,KENAI UNIT,50133100910000
43-06,12/01/1975 12:00:00 AM,9326.7,,KENAI UNIT,50133100910000
43-06,01/01/1976 12:00:00 AM,9972.3,,KENAI UNIT,50133100910000
43-06,02/01/1976 12:00:00 AM,9547.8,,KENAI UNIT,50133100910000
43-06,03/01/1976 12:00:00 AM,9605.6,,KENAI UNIT,50133100910000
43-06,04/01/1976 12:00:00 AM,10803.3,,KENAI UNIT,50133100910000
43-06,05/01/1976 12:00:00 AM,7571.1,,KENAI UNIT,50133100910000
43-06,06/01/1976 12:00:00 AM,8328.7,,KENAI UNIT,50133100910000
43-06,07/01/1976 12:00:00 AM,0.0,,KENAI UNIT,50133100910000
43-06,08/01/1976 12:00:00 AM,8670.5,,KENAI UNIT,50133100910000
43-06,09/01/1976 12:00:00 AM,8512.7,,KENAI UNIT,50133100910000
43-06,10/01/1976 12:00:00 AM,8452.2,,KENAI UNIT,50133100910000
43-06,11/01/1976 12:00:00 AM,8498.6,,KENAI UNIT,50133100910000
43-06,12/01/1976 12:00:00 AM,8811.7,,KENAI UNIT,50133100910000
43-06,01/01/1977 12:00:00 AM,8282.9,,KENAI UNIT,50133100910000
43-06,02/01/1977 12:00:00 AM,8161.5,,KENAI UNIT,50133100910000
43-06,03/01/1977 12:00:00 AM,8416.4,,KENAI UNIT,50133100910000
43-06,04/01/1977 12:00:00 AM,8128.5,,KENAI UNIT,50133100910000
43-06,05/01/1977 12:00:00 AM,8117.8,,KENAI UNIT,50133100910000
43-06,06/01/1977 12:00:00 AM,8281.4,,KENAI UNIT,50133100910000
43-06,07/01/1977 12:00:00 AM,9860.4,,KENAI UNIT,50133100910000
43-06,08/01/1977 12:00:00 AM,9911.4,,KENAI UNIT,50133100910000
43-06,09/01/1977 12:00:00 AM,7710.8,,KENAI UNIT,50133100910000
43-06,10/01/1977 12:00:00 AM,7819.5,,KENAI UNIT,50133100910000
43-06,11/01/1977 12:00:00 AM,10034.8,,KENAI UNIT,50133100910000
43-06,12/01/1977 12:00:00 AM,9932.6,,KENAI UNIT,50133100910000
43-06,01/01/1978 12:00:00 AM,8512.0,,KENAI UNIT,50133100910000
43-06,02/01/1978 12:00:00 AM,8761.3,,KENAI UNIT,50133100910000
43-06,03/01/1978 12:00:00 AM,7915.1,,KENAI UNIT,50133100910000
43-06,04/01/1978 12:00:00 AM,7444.6,,KENAI UNIT,50133100910000
43-06,05/01/1978 12:00:00 AM,8164.9,,KENAI UNIT,50133100910000
43-06,06/01/1978 12:00:00 AM,6607.9,,KENAI UNIT,50133100910000
43-06,07/01/1978 12:00:00 AM,9568.4,,KENAI UNIT,50133100910000
43-06,08/01/1978 12:00:00 AM,9604.8,,KENAI UNIT,50133100910000
43-06,09/01/1978 12:00:00 AM,9327.0,,KENAI UNIT,50133100910000
43-06,10/01/1978 12:00:00 AM,9422.8,,KENAI UNIT,50133100910000
43-06,11/01/1978 12:00:00 AM,8988.7,,KENAI UNIT,50133100910000
